Carrier Code,Flight No,ArrDep,Dep Airport Code,Dep Airport Name,Arr Airport Code,Arr Airport Name,Local Dep Time,Local Arr Time,Specific Aircraft Code,Seats,Time series
SI,SI3390,D,JER,Jersey,SOU,,1815,1815,77X,71,24/07/2025
SI,SI4494,D,JER,Jersey,BRS,,1825,1825,77X,71,24/07/2025
U2,EZY528,D,JER,Jersey,LPL,,1925,1925,77X,190,24/07/2025
BA,BA2525,D,JER,Jersey,LGW,,2025,2025,789,190,24/07/2025
BA,BA1339,D,JER,Jersey,LHR,,700,700,77X,190,25/07/2025
SI,SI2258,D,JER,Jersey,BHX,,700,700,77X,71,25/07/2025
SI,SI3350,D,JER,Jersey,SOU,,700,700,77X,71,25/07/2025
U2,EZY882,D,JER,Jersey,LGW,,705,705,77X,164,25/07/2025
SI,SI4470,D,JER,Jersey,BRS,,710,710,789,71,25/07/2025
U2,EZY526,D,JER,Jersey,LPL,,755,755,789,164,25/07/2025
SI,SI4407,D,JER,Jersey,GCI,,820,820,789,71,25/07/2025
U2,EZY874,D,JER,Jersey,LGW,,900,900,789,164,25/07/2025
SI,SI2210,D,JER,Jersey,EXT,,920,920,781,71,25/07/2025
SI,SI3360,D,JER,Jersey,SOU,,1000,1000,781,71,25/07/2025
SI,SI5580,D,JER,Jersey,DUB,,1000,1000,781,71,25/07/2025
BA,BA1341,D,JER,Jersey,LHR,,1035,1035,789,190,25/07/2025
SI,SI2211,D,JER,Jersey,GCI,,1200,1200,781,71,25/07/2025
BA,BA2521,D,JER,Jersey,LGW,,1210,1210,789,200,25/07/2025
SI,SI2264,D,JER,Jersey,BHX,,1210,1210,223,71,25/07/2025
U2,EZY440,D,JER,Jersey,GLA,,1220,1220,223,164,25/07/2025
SI,SI5552,D,JER,Jersey,EMA,,1335,1335,359,71,25/07/2025
SI,SI3370,D,JER,Jersey,SOU,,1340,1340,359,71,25/07/2025
U2,EZY638,D,JER,Jersey,LTN,,1430,1430,359,190,25/07/2025
U2,EZY876,D,JER,Jersey,LGW,,1440,1440,339,164,25/07/2025
U2,EZY730,D,JER,Jersey,MAN,,1610,1610,339,190,25/07/2025
U2,EZY306,D,JER,Jersey,EDI,,1620,1620,789,190,25/07/2025
BA,BA1347,D,JER,Jersey,LHR,,1650,1650,789,190,25/07/2025
SI,SI5553,D,JER,Jersey,GCI,,1715,1715,789,71,25/07/2025
SI,SI2242,D,JER,Jersey,EXT,,1720,1720,789,71,25/07/2025
U2,EZY640,D,JER,Jersey,LTN,,1740,1740,789,190,25/07/2025
SI,SI4494,D,JER,Jersey,BRS,,1740,1740,32Q,71,25/07/2025
SI,SI2270,D,JER,Jersey,BHX,,1800,1800,32Q,71,25/07/2025
SI,SI3390,D,JER,Jersey,SOU,,1815,1815,32N,71,25/07/2025
U2,EZY878,D,JER,Jersey,LGW,,1945,1945,32Q,190,25/07/2025
BA,BA2525,D,JER,Jersey,LGW,,2030,2030,32Q,190,25/07/2025
BA,BA1339,D,JER,Jersey,LHR,,700,700,32Q,190,26/07/2025
SI,SI3350,D,JER,Jersey,SOU,,700,700,77X,71,26/07/2025
U2,EZY882,D,JER,Jersey,LGW,,705,705,77X,164,26/07/2025
SI,SI2202,D,JER,Jersey,EXT,,720,720,789,71,26/07/2025
EW,EW9379,D,JER,Jersey,DUS,,815,815,77X,164,26/07/2025
SI,SI5550,D,JER,Jersey,EMA,,830,830,77X,71,26/07/2025
U2,EZY874,D,JER,Jersey,LGW,,850,850,77X,164,26/07/2025
SI,SI5590,D,JER,Jersey,NWI,,850,850,77X,71,26/07/2025
T3,T3791,D,JER,Jersey,MME,,930,930,789,71,26/07/2025
SI,SI3360,D,JER,Jersey,SOU,,1000,1000,789,71,26/07/2025
BA,BA1341,D,JER,Jersey,LHR,,1035,1035,77X,190,26/07/2025
U2,EZY086,D,JER,Jersey,BFS,,1205,1205,77X,190,26/07/2025
SI,SI6606,D,JER,Jersey,NCL,,1220,1220,77X,71,26/07/2025
SI,SI2262,D,JER,Jersey,BHX,,1250,1250,77X,71,26/07/2025
SI,SI8513,D,JER,Jersey,BRE,,1255,1255,77X,71,26/07/2025
SI,SI5591,D,JER,Jersey,GCI,,1300,1300,77X,71,26/07/2025
U2,EZY526,D,JER,Jersey,LPL,,1305,1305,77X,190,26/07/2025
U2,EZY876,D,JER,Jersey,LGW,,1315,1315,789,164,26/07/2025
U2,EZY638,D,JER,Jersey,LTN,,1340,1340,77X,164,26/07/2025
BA,BA4501,D,JER,Jersey,PMI,,1350,1350,77X,109,26/07/2025
U2,EZY6624,D,JER,Jersey,BHX,,1350,1350,77X,190,26/07/2025
BA,BA2523,D,JER,Jersey,LGW,,1355,1355,77X,190,26/07/2025
T3,T3793,D,JER,Jersey,HUY,,1445,1445,789,71,26/07/2025
BA,BA4531,D,JER,Jersey,FAO,,1505,1505,789,109,26/07/2025
LS,LS674,D,JER,Jersey,EMA,,1520,1520,789,191,26/07/2025
LS,LS580,D,JER,Jersey,NCL,,1555,1555,789,191,26/07/2025
U2,EZY878,D,JER,Jersey,LGW,,1600,1600,781,164,26/07/2025
LS,LS212,D,JER,Jersey,LBA,,1605,1605,781,157,26/07/2025
EI,EI3343,D,JER,Jersey,DUB,,1610,1610,781,71,26/07/2025
SI,SI5558,D,JER,Jersey,EMA,,1635,1635,789,71,26/07/2025
SI,SI4494,D,JER,Jersey,BRS,,1640,1640,781,71,26/07/2025
BA,BA1347,D,JER,Jersey,LHR,,1650,1650,789,188,26/07/2025
EN,EN8351,D,JER,Jersey,MUC,,1705,1705,223,122,26/07/2025
SI,SI6607,D,JER,Jersey,GCI,,1705,1705,223,71,26/07/2025
SI,SI4433,D,JER,Jersey,GCI,,1730,1730,359,71,26/07/2025
SI,SI3390,D,JER,Jersey,SOU,,1815,1815,339,71,26/07/2025
BA,BA1339,D,JER,Jersey,LHR,,700,700,339,190,27/07/2025
U2,EZY882,D,JER,Jersey,LGW,,710,710,789,164,27/07/2025
SI,SI2294,D,JER,Jersey,GCI,,740,740,789,71,27/07/2025
SI,SI3356,D,JER,Jersey,SOU,,840,840,789,71,27/07/2025
SI,SI4474,D,JER,Jersey,BRS,,925,925,789,71,27/07/2025
U2,EZY874,D,JER,Jersey,LGW,,1005,1005,789,164,27/07/2025
BA,BA1341,D,JER,Jersey,LHR,,1035,1035,32Q,190,27/07/2025
SI,SI5552,D,JER,Jersey,EMA,,1130,1130,32Q,71,27/07/2025
SI,SI2264,D,JER,Jersey,BHX,,1210,1210,32N,71,27/07/2025
U2,EZY440,D,JER,Jersey,GLA,,1230,1230,32Q,164,27/07/2025
U2,EZY638,D,JER,Jersey,LTN,,1230,1230,32Q,164,27/07/2025
U2,EZY878,D,JER,Jersey,LGW,,1440,1440,32Q,164,27/07/2025
U2,EZY528,D,JER,Jersey,LPL,,1450,1450,77X,164,27/07/2025
SI,SI2230,D,JER,Jersey,EXT,,1520,1520,77X,71,27/07/2025
SI,SI3374,D,JER,Jersey,SOU,,1555,1555,789,71,27/07/2025
SI,6I424,D,JER,Jersey,SGD,,1600,1600,77X,71,27/07/2025
U2,EZY730,D,JER,Jersey,MAN,,1615,1615,77X,188,27/07/2025
U2,EZY890,D,JER,Jersey,LGW,,1640,1640,77X,164,27/07/2025
BA,BA1347,D,JER,Jersey,LHR,,1710,1710,77X,190,27/07/2025
SI,SI5553,D,JER,Jersey,GCI,,1710,1710,789,71,27/07/2025
SI,SI2270,D,JER,Jersey,BHX,,1800,1800,789,71,27/07/2025
U2,EZY640,D,JER,Jersey,LTN,,1820,1820,77X,190,27/07/2025
SI,SI4496,D,JER,Jersey,BRS,,1845,1845,77X,71,27/07/2025
SI,SI3390,D,JER,Jersey,SOU,,1900,1900,77X,71,27/07/2025
BA,BA2525,D,JER,Jersey,LGW,,2030,2030,77X,190,27/07/2025
BA,BA1339,D,JER,Jersey,LHR,,700,700,77X,190,28/07/2025
SI,SI3350,D,JER,Jersey,SOU,,700,700,77X,71,28/07/2025
U2,EZY882,D,JER,Jersey,LGW,,710,710,77X,164,28/07/2025
SI,SI4407,D,JER,Jersey,GCI,,735,735,789,71,28/07/2025
U2,EZY874,D,JER,Jersey,LGW,,850,850,77X,164,28/07/2025
SI,SI4472,D,JER,Jersey,BRS,,900,900,77X,71,28/07/2025
SI,SI2206,D,JER,Jersey,EXT,,920,920,77X,71,28/07/2025
SI,SI5550,D,JER,Jersey,EMA,,950,950,77X,71,28/07/2025
SI,SI5580,D,JER,Jersey,DUB,,1000,1000,789,71,28/07/2025
BA,BA1341,D,JER,Jersey,LHR,,1025,1025,789,190,28/07/2025
BA,BA2523,D,JER,Jersey,LGW,,1040,1040,789,190,28/07/2025
SI,SI2207,D,JER,Jersey,GCI,,1200,1200,789,71,28/07/2025
SI,SI5504,D,JER,Jersey,CDG,,1210,1210,781,71,28/07/2025
U2,EZY876,D,JER,Jersey,LGW,,1240,1240,781,164,28/07/2025
U2,EZY526,D,JER,Jersey,LPL,,1310,1310,781,164,28/07/2025
SI,SI5552,D,JER,Jersey,EMA,,1335,1335,789,71,28/07/2025
SI,SI3370,D,JER,Jersey,SOU,,1340,1340,781,71,28/07/2025
SI,SI4484,D,JER,Jersey,BRS,,1350,1350,789,71,28/07/2025
U2,EZY306,D,JER,Jersey,EDI,,1515,1515,223,188,28/07/2025
SI,SI4431,D,JER,Jersey,GCI,,1640,1640,223,71,28/07/2025
BA,BA1347,D,JER,Jersey,LHR,,1710,1710,359,190,28/07/2025
SI,SI5553,D,JER,Jersey,GCI,,1715,1715,359,71,28/07/2025
SI,SI2242,D,JER,Jersey,EXT,,1720,1720,359,71,28/07/2025
U2,EZY440,D,JER,Jersey,GLA,,1755,1755,339,164,28/07/2025
U2,EZY640,D,JER,Jersey,LTN,,1755,1755,339,164,28/07/2025
SI,SI2270,D,JER,Jersey,BHX,,1800,1800,789,71,28/07/2025
SI,SI3390,D,JER,Jersey,SOU,,1815,1815,789,71,28/07/2025
U2,EZY878,D,JER,Jersey,LGW,,1855,1855,789,164,28/07/2025
BA,BA2525,D,JER,Jersey,LGW,,1915,1915,789,190,28/07/2025
U2,EZY728,D,JER,Jersey,MAN,,2035,2035,789,190,28/07/2025
SI,SI3350,D,JER,Jersey,SOU,,700,700,32Q,71,29/07/2025
BA,BA1339,D,JER,Jersey,LHR,,705,705,32Q,190,29/07/2025
U2,EZY882,D,JER,Jersey,LGW,,710,710,32N,164,29/07/2025
SI,SI4470,D,JER,Jersey,BRS,,710,710,32Q,71,29/07/2025
SI,SI4407,D,JER,Jersey,GCI,,735,735,32Q,71,29/07/2025
SI,SI6604,D,JER,Jersey,GCI,,800,800,32Q,71,29/07/2025
U2,EZY6624,D,JER,Jersey,BHX,,835,835,77X,190,29/07/2025
U2,EZY874,D,JER,Jersey,LGW,,845,845,77X,190,29/07/2025
BA,BA2523,D,JER,Jersey,LGW,,915,915,789,190,29/07/2025
SI,SI2206,D,JER,Jersey,EXT,,920,920,77X,71,29/07/2025
SI,SI5590,D,JER,Jersey,NWI,,920,920,77X,71,29/07/2025
SI,SI5550,D,JER,Jersey,EMA,,1020,1020,77X,71,29/07/2025
BA,BA1341,D,JER,Jersey,LHR,,1035,1035,77X,164,29/07/2025
U2,EZY440,D,JER,Jersey,GLA,,1220,1220,789,164,29/07/2025
U2,EZY086,D,JER,Jersey,BFS,,1225,1225,789,188,29/07/2025
U2,EZY876,D,JER,Jersey,LGW,,1300,1300,77X,164,29/07/2025
SI,SI5591,D,JER,Jersey,GCI,,1330,1330,77X,71,29/07/2025
SI,SI3370,D,JER,Jersey,SOU,,1340,1340,77X,71,29/07/2025
SI,SI6605,D,JER,Jersey,EXT,,1420,1420,77X,71,29/07/2025
U2,EZY640,D,JER,Jersey,LTN,,1605,1605,77X,164,29/07/2025
LS,LS212,D,JER,Jersey,LBA,,1615,1615,77X,157,29/07/2025
SI,SI2235,D,JER,Jersey,GCI,,1650,1650,77X,71,29/07/2025
BA,BA1347,D,JER,Jersey,LHR,,1705,1705,789,188,29/07/2025
SI,SI4494,D,JER,Jersey,BRS,,1800,1800,77X,71,29/07/2025
SI,SI3390,D,JER,Jersey,SOU,,1815,1815,77X,71,29/07/2025
BA,BA2525,D,JER,Jersey,LGW,,1940,1940,77X,190,29/07/2025
BA,BA1339,D,JER,Jersey,LHR,,700,700,77X,190,30/07/2025
SI,SI3350,D,JER,Jersey,SOU,,700,700,789,71,30/07/2025
U2,EZY882,D,JER,Jersey,LGW,,710,710,789,164,30/07/2025
SI,SI4407,D,JER,Jersey,GCI,,735,735,789,71,30/07/2025
U2,EZY874,D,JER,Jersey,LGW,,845,845,789,188,30/07/2025
SI,SI2206,D,JER,Jersey,EXT,,920,920,781,71,30/07/2025
5O,5O723,D,JER,Jersey,FNC,,950,950,781,148,30/07/2025
U2,EZY730,D,JER,Jersey,MAN,,950,950,781,190,30/07/2025
SI,SI5550,D,JER,Jersey,EMA,,950,950,789,71,30/07/2025
BA,BA2521,D,JER,Jersey,LGW,,1000,1000,781,190,30/07/2025
SI,SI2262,D,JER,Jersey,BHX,,1000,1000,789,71,30/07/2025
SI,SI5580,D,JER,Jersey,DUB,,1000,1000,223,71,30/07/2025
BA,BA1341,D,JER,Jersey,LHR,,1035,1035,223,190,30/07/2025
SI,SI2207,D,JER,Jersey,GCI,,1200,1200,359,71,30/07/2025
U2,EZY876,D,JER,Jersey,LGW,,1325,1325,339,164,30/07/2025
SI,SI5552,D,JER,Jersey,EMA,,1335,1335,339,71,30/07/2025
SI,SI3370,D,JER,Jersey,SOU,,1340,1340,789,71,30/07/2025
U2,EZY528,D,JER,Jersey,LPL,,1350,1350,789,164,30/07/2025
SI,SI4490,D,JER,Jersey,BRS,,1505,1505,789,71,30/07/2025
EI,EI3343,D,JER,Jersey,DUB,,1610,1610,789,71,30/07/2025
BA,BA1347,D,JER,Jersey,LHR,,1705,1705,789,190,30/07/2025
SI,SI5553,D,JER,Jersey,GCI,,1715,1715,32Q,71,30/07/2025
SI,SI4433,D,JER,Jersey,GCI,,1730,1730,32Q,71,30/07/2025
SI,SI2270,D,JER,Jersey,BHX,,1800,1800,32N,71,30/07/2025
SI,SI3390,D,JER,Jersey,SOU,,1815,1815,32Q,71,30/07/2025
U2,EZY640,D,JER,Jersey,LTN,,1925,1925,32Q,188,30/07/2025
BA,BA2525,D,JER,Jersey,LGW,,1955,1955,32Q,190,30/07/2025
BA,BA1339,D,JER,Jersey,LHR,,700,700,77X,164,31/07/2025
SI,SI3350,D,JER,Jersey,SOU,,700,700,77X,71,31/07/2025
U2,EZY882,D,JER,Jersey,LGW,,710,710,789,164,31/07/2025
SI,SI2294,D,JER,Jersey,GCI,,740,740,77X,71,31/07/2025
U2,EZY440,D,JER,Jersey,GLA,,800,800,77X,190,31/07/2025
SI,SI6606,D,JER,Jersey,NCL,,840,840,77X,71,31/07/2025
SI,SI4472,D,JER,Jersey,BRS,,910,910,77X,71,31/07/2025
SI,SI2206,D,JER,Jersey,EXT,,920,920,789,71,31/07/2025
SI,SI5550,D,JER,Jersey,EMA,,1005,1005,789,71,31/07/2025
BA,BA2521,D,JER,Jersey,LGW,,1010,1010,77X,190,31/07/2025
BA,BA1341,D,JER,Jersey,LHR,,1035,1035,77X,190,31/07/2025
U2,EZY874,D,JER,Jersey,LGW,,1115,1115,77X,164,31/07/2025
U2,EZY086,D,JER,Jersey,BFS,,1150,1150,77X,190,31/07/2025
SI,SI4419,D,JER,Jersey,GCI,,1210,1210,77X,71,31/07/2025
U2,EZY638,D,JER,Jersey,LTN,,1230,1230,77X,164,31/07/2025
SI,SI6607,D,JER,Jersey,GCI,,1320,1320,77X,71,31/07/2025
U2,EZY876,D,JER,Jersey,LGW,,1340,1340,789,164,31/07/2025
SI,SI3370,D,JER,Jersey,SOU,,1340,1340,77X,71,31/07/2025
SI,SI2264,D,JER,Jersey,BHX,,1350,1350,77X,71,31/07/2025
SI,SI5504,D,JER,Jersey,CDG,,1425,1425,77X,71,31/07/2025
LS,LS212,D,JER,Jersey,LBA,,1500,1500,77X,157,31/07/2025
U2,EZY728,D,JER,Jersey,MAN,,1555,1555,789,190,31/07/2025
U2,EZY878,D,JER,Jersey,LGW,,1615,1615,789,164,31/07/2025
BA,BA1347,D,JER,Jersey,LHR,,1705,1705,789,190,31/07/2025
SI,SI5558,D,JER,Jersey,EMA,,1725,1725,789,71,31/07/2025
SI,SI4433,D,JER,Jersey,GCI,,1730,1730,781,71,31/07/2025
SI,SI3390,D,JER,Jersey,SOU,,1815,1815,781,71,31/07/2025
SI,SI4494,D,JER,Jersey,BRS,,1825,1825,781,71,31/07/2025
U2,EZY528,D,JER,Jersey,LPL,,1925,1925,789,190,31/07/2025
BA,BA2525,D,JER,Jersey,LGW,,2025,2025,781,190,31/07/2025
